fecha_hora,municipio,wigos_id,variable,valor,unidad,phenomenon_time,latitud,longitud,fuente
2026-01-15 20:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,25.52,Celsius,2026-01-15T20:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 20:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-15T20:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 20:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,0.0,kg m-2,2026-01-14T20:00:00Z/2026-01-15T20:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 21:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,25.36,Celsius,2026-01-15T21:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 21:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-15T21:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 21:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,0.0,kg m-2,2026-01-14T21:00:00Z/2026-01-15T21:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 22:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,25.19,Celsius,2026-01-15T22:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 22:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-15T22:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 22:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,0.0,kg m-2,2026-01-14T22:00:00Z/2026-01-15T22:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 23:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,24.71,Celsius,2026-01-15T23:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 23:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-15T23:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-15 23:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,0.0,kg m-2,2026-01-14T23:00:00Z/2026-01-15T23:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 05:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,24.54,Celsius,2026-01-16T05:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 05:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-16T05:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 05:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,0.0,kg m-2,2026-01-15T05:00:00Z/2026-01-16T05:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 06:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,24.39,Celsius,2026-01-16T06:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 06:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-16T06:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 06:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,0.0,kg m-2,2026-01-15T06:00:00Z/2026-01-16T06:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 07:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,24.71,Celsius,2026-01-16T07:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 07:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-16T07:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 07:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,0.0,kg m-2,2026-01-15T07:00:00Z/2026-01-16T07:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 08:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,24.97,Celsius,2026-01-16T08:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 08:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-16T08:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 08:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,0.0,kg m-2,2026-01-15T08:00:00Z/2026-01-16T08:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 09:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,25.78,Celsius,2026-01-16T09:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 09:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-16T09:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 09:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,0.0,kg m-2,2026-01-15T09:00:00Z/2026-01-16T09:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 10:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,24.52,Celsius,2026-01-16T10:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 10:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-16T10:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 10:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,0.7000000000000001,kg m-2,2026-01-15T10:00:00Z/2026-01-16T10:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 11:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,24.64,Celsius,2026-01-16T11:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 11:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,100.0,%,2026-01-16T11:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 11:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.2,kg m-2,2026-01-15T11:00:00Z/2026-01-16T11:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 12:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,29.05,Celsius,2026-01-16T12:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 12:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,90.0,%,2026-01-16T12:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 12:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T12:00:00Z/2026-01-16T12:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 13:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,28.34,Celsius,2026-01-16T13:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 13:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,89.0,%,2026-01-16T13:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 13:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T13:00:00Z/2026-01-16T13:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 14:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,28.89,Celsius,2026-01-16T14:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 14:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,83.0,%,2026-01-16T14:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 14:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T14:00:00Z/2026-01-16T14:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 15:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,27.83,Celsius,2026-01-16T15:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 15:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,86.0,%,2026-01-16T15:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 15:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T15:00:00Z/2026-01-16T15:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 16:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,28.29,Celsius,2026-01-16T16:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 16:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,84.0,%,2026-01-16T16:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 16:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T16:00:00Z/2026-01-16T16:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 17:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,28.77,Celsius,2026-01-16T17:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 17:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,80.0,%,2026-01-16T17:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 17:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,total_precipitation_or_total_water_equivalent,3.4000000000000004,kg m-2,2026-01-15T17:00:00Z/2026-01-16T17:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 18:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,air_temperature,28.25,Celsius,2026-01-16T18:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
2026-01-16 18:00:00+00:00,GUAYARAMERIN,0-68-0-810201111863,relative_humidity,94.0,%,2026-01-16T18:00:00Z,-10.83391,-65.34004,SENAMHI Bolivia - WIS 2.0
