municipio,Temperatura,Humedad,Precipitación,Dengue,Incidencia dengue,Malaria
GUAYARAMERIN,0.7738566410124031,0.37370336298687984,0.1539660692912622,-0.5060334008061239,-0.7697535791748311,0.9788323299570475
IXIAMAS,-1.3384351881263763,-1.4298655915620684,1.1552692137977016,0.30362004048367436,0.2707409140545959,0.04106988797022577
PALOS BLANCOS,-0.1922434852781874,0.8873100524486882,-0.02827948211472157,-1.0458023616659895,-0.8016054514165483,
SAN BUENAVENTURA,0.756822032392165,0.16885217612651116,-1.280955800974242,1.2482157219884389,1.3006181165367838,-1.0199022179272732
